Volume averages, fluxes, etc
it t dt Rho Mx My Mz Bx By Bz Hplim E Pu3Rho Pu3Mx Pu3My Pu3Mz Pu3E NeuRho NeuMx NeuMy NeuMz NeuE Ne2Rho Ne2Mx Ne2My Ne2Mz Ne2E Ne3Rho Ne3Mx Ne3My Ne3Mz Ne3E Ne4Rho Ne4Mx Ne4My Ne4Mz Ne4E Pmin Pmax
      0  0.00000E+00  3.15576E+005  1.00000E-002 -1.67260E-019  0.00000E+000  0.00000E+000  1.00000E-002  0.00000E+000  0.00000E+000  0.00000E+000  1.22630E-012  1.00000E-003 -1.67260E-020  0.00000E+000  0.00000E+000  1.59863E-012  1.00000E-005  0.00000E+000  0.00000E+000  0.00000E+000  1.50000E-016  1.00000E-005  0.00000E+000  0.00000E+000  0.00000E+000  1.50000E-016  1.00000E-005  0.00000E+000  0.00000E+000  0.00000E+000  1.50000E-016  1.80000E-001  3.01068E-018  0.00000E+000  0.00000E+000  1.52934E-011  2.60000E-013  2.60000E-013
     10  3.15576E+06  3.15576E+005  1.00421E-002 -1.57071E-019  0.00000E+000  0.00000E+000  1.00000E-002  0.00000E+000  0.00000E+000  0.00000E+000  1.22398E-012  9.57936E-004 -1.58575E-020  0.00000E+000  0.00000E+000  1.52055E-012  9.98653E-006 -4.79658E-027  0.00000E+000  0.00000E+000  1.49787E-016  1.39921E-004 -2.18966E-021  0.00000E+000  0.00000E+000  4.27341E-014  9.98653E-006 -4.79658E-027  0.00000E+000  0.00000E+000  1.49787E-016  1.79674E-001  3.00521E-018  0.00000E+000  0.00000E+000  1.52656E-011  3.26369E-013  3.26369E-013
     20  6.31152E+06  3.15576E+005  1.00823E-002 -1.47303E-019  0.00000E+000  0.00000E+000  1.00000E-002  0.00000E+000  0.00000E+000  0.00000E+000  1.22289E-012  9.17726E-004 -1.50349E-020  0.00000E+000  0.00000E+000  1.44644E-012  9.97333E-006 -9.42385E-027  0.00000E+000  0.00000E+000  1.49580E-016  4.61050E-004 -7.40291E-021  0.00000E+000  0.00000E+000  1.45293E-013  9.97333E-006 -9.42385E-027  0.00000E+000  0.00000E+000  1.49580E-016  1.79352E-001  2.99984E-018  0.00000E+000  0.00000E+000  1.52382E-011  3.86363E-013  3.86363E-013
     30  9.46728E+06  3.15576E+005  1.01207E-002 -1.37932E-019  0.00000E+000  0.00000E+000  1.00000E-002  0.00000E+000  0.00000E+000  0.00000E+000  1.22290E-012  8.79271E-004 -1.42555E-020  0.00000E+000  0.00000E+000  1.37606E-012  9.96038E-006 -1.38698E-026  0.00000E+000  0.00000E+000  1.49377E-016  7.77045E-004 -1.22613E-020  0.00000E+000  0.00000E+000  2.42573E-013  9.96038E-006 -1.38698E-026  0.00000E+000  0.00000E+000  1.49377E-016  1.79037E-001  2.99454E-018  0.00000E+000  0.00000E+000  1.52113E-011  4.40633E-013  4.40633E-013
     40  1.26230E+07  3.15576E+005  1.01575E-002 -1.28937E-019  0.00000E+000  0.00000E+000  1.00000E-002  0.00000E+000  0.00000E+000  0.00000E+000  1.22388E-012  8.42492E-004 -1.35171E-020  0.00000E+000  0.00000E+000  1.30923E-012  9.94767E-006 -1.81241E-026  0.00000E+000  0.00000E+000  1.49179E-016  1.08808E-003 -1.67860E-020  0.00000E+000  0.00000E+000  3.34920E-013  9.94767E-006 -1.81241E-026  0.00000E+000  0.00000E+000  1.49179E-016  1.78726E-001  2.98934E-018  0.00000E+000  0.00000E+000  1.51848E-011  4.89741E-013  4.89741E-013
     50  1.57788E+07  3.15576E+005  1.01927E-002 -1.20298E-019  0.00000E+000  0.00000E+000  1.00000E-002  0.00000E+000  0.00000E+000  0.00000E+000  1.22571E-012  8.07313E-004 -1.28174E-020  0.00000E+000  0.00000E+000  1.24576E-012  9.93518E-006 -2.21777E-026  0.00000E+000  0.00000E+000  1.48984E-016  1.39432E-003 -2.09963E-020  0.00000E+000  0.00000E+000  4.22653E-013  9.93518E-006 -2.21777E-026  0.00000E+000  0.00000E+000  1.48984E-016  1.78419E-001  2.98421E-018  0.00000E+000  0.00000E+000  1.51587E-011  5.34187E-013  5.34187E-013
     60  1.89346E+07  3.15576E+005  1.02263E-002 -1.11996E-019  0.00000E+000  0.00000E+000  1.00000E-002  0.00000E+000  0.00000E+000  0.00000E+000  1.22828E-012  7.73661E-004 -1.21544E-020  0.00000E+000  0.00000E+000  1.18547E-012  9.92289E-006 -2.60236E-026  0.00000E+000  0.00000E+000  1.48792E-016  1.69592E-003 -2.49103E-020  0.00000E+000  0.00000E+000  5.06064E-013  9.92289E-006 -2.60236E-026  0.00000E+000  0.00000E+000  1.48792E-016  1.78118E-001  2.97916E-018  0.00000E+000  0.00000E+000  1.51330E-011  5.74415E-013  5.74415E-013
     70  2.20903E+07  3.15576E+005  1.02585E-002 -1.04013E-019  0.00000E+000  0.00000E+000  1.00000E-002  0.00000E+000  0.00000E+000  0.00000E+000  1.23150E-012  7.41468E-004 -1.15260E-020  0.00000E+000  0.00000E+000  1.12820E-012  9.91078E-006 -2.96559E-026  0.00000E+000  0.00000E+000  1.48604E-016  1.99305E-003 -2.85449E-020  0.00000E+000  0.00000E+000  5.85428E-013  9.91078E-006 -2.96559E-026  0.00000E+000  0.00000E+000  1.48604E-016  1.77821E-001  2.97418E-018  0.00000E+000  0.00000E+000  1.51077E-011  6.10826E-013  6.10826E-013
     80  2.52461E+07  3.15576E+005  1.02893E-002 -9.63341E-020  0.00000E+000  0.00000E+000  1.00000E-002  0.00000E+000  0.00000E+000  0.00000E+000  1.23528E-012  7.10668E-004 -1.09305E-020  0.00000E+000  0.00000E+000  1.07379E-012  9.89885E-006 -3.30706E-026  0.00000E+000  0.00000E+000  1.48418E-016  2.28584E-003 -3.19156E-020  0.00000E+000  0.00000E+000  6.60996E-013  9.89885E-006 -3.30706E-026  0.00000E+000  0.00000E+000  1.48418E-016  1.77528E-001  2.96928E-018  0.00000E+000  0.00000E+000  1.50828E-011  6.43777E-013  6.43777E-013
     90  2.84018E+07  3.15576E+005  1.03188E-002 -8.89435E-020  0.00000E+000  0.00000E+000  1.00000E-002  0.00000E+000  0.00000E+000  0.00000E+000  1.23956E-012  6.81198E-004 -1.03661E-020  0.00000E+000  0.00000E+000  1.02210E-012  9.88707E-006 -3.62649E-026  0.00000E+000  0.00000E+000  1.48235E-016  2.57444E-003 -3.50370E-020  0.00000E+000  0.00000E+000  7.33003E-013  9.88707E-006 -3.62649E-026  0.00000E+000  0.00000E+000  1.48235E-016  1.77239E-001  2.96444E-018  0.00000E+000  0.00000E+000  1.50582E-011  6.73586E-013  6.73586E-013
